,num_channels,num_classes,num_test,num_train,resolution_0,resolution_1,sequence_size
cassava_num_classes_4_num_dev_examples_4336_num_test_examples_116_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_4_num_dev_examples_4447_num_test_examples_372_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_4_num_dev_examples_4733_num_test_examples_840_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_4_num_dev_examples_4787_num_test_examples_488_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_4_num_dev_examples_5841_num_test_examples_888_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_4_num_dev_examples_5975_num_test_examples_772_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_4_num_dev_examples_7014_num_test_examples_832_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_4_num_dev_examples_7290_num_test_examples_568_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_1274_num_test_examples_765_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_2108_num_test_examples_345_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_2709_num_test_examples_520_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_3203_num_test_examples_635_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_3352_num_test_examples_925_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_3678_num_test_examples_335_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_4611_num_test_examples_530_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_4691_num_test_examples_285_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_4715_num_test_examples_915_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_4742_num_test_examples_515_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_4899_num_test_examples_170_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_5151_num_test_examples_520_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_5435_num_test_examples_750_resolution_512_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_5524_num_test_examples_740_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_7912_num_test_examples_480_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_815_num_test_examples_930_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_8490_num_test_examples_940_resolution_512_num_channels_3_original,3,5,940,8490,512,512,1
cassava_num_classes_5_num_dev_examples_8504_num_test_examples_120_resolution_256_num_channels_3,3,5,940,8490,512,512,1
cats_vs_dogs_num_classes_2_num_dev_examples_10218_num_test_examples_222_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_10325_num_test_examples_1498_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_10419_num_test_examples_1198_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_10913_num_test_examples_1342_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_11182_num_test_examples_1824_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_11197_num_test_examples_1302_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_12294_num_test_examples_1354_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_14057_num_test_examples_460_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_14270_num_test_examples_1976_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_14819_num_test_examples_436_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_15587_num_test_examples_1834_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_16285_num_test_examples_1632_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_16521_num_test_examples_74_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_16570_num_test_examples_2052_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_16600_num_test_examples_1088_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_17057_num_test_examples_1914_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_17779_num_test_examples_886_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_19267_num_test_examples_1948_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_19512_num_test_examples_212_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_20404_num_test_examples_574_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_20575_num_test_examples_306_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_20643_num_test_examples_1224_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_20936_num_test_examples_2326_resolution_256_num_channels_3_original,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_2138_num_test_examples_1860_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_21663_num_test_examples_232_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_2298_num_test_examples_1474_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_2590_num_test_examples_1746_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_3634_num_test_examples_132_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_3721_num_test_examples_792_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_3950_num_test_examples_548_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_4036_num_test_examples_386_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_4874_num_test_examples_1756_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_4891_num_test_examples_1974_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_5054_num_test_examples_2048_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_5128_num_test_examples_750_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_5337_num_test_examples_1428_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_5588_num_test_examples_1274_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_6224_num_test_examples_328_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_6478_num_test_examples_2210_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_6592_num_test_examples_1382_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_6874_num_test_examples_152_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_7042_num_test_examples_2192_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_7385_num_test_examples_1854_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_8448_num_test_examples_214_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_8614_num_test_examples_456_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_8620_num_test_examples_2166_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_9111_num_test_examples_422_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_9641_num_test_examples_1840_resolution_256_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_9735_num_test_examples_2254_resolution_128_num_channels_3,3,2,2326,20936,256,256,1
cats_vs_dogs_num_classes_2_num_dev_examples_9919_num_test_examples_618_resolution_512_num_channels_3,3,2,2326,20936,256,256,1
cifar100_num_classes_100_num_dev_examples_38900_num_test_examples_1500_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_100_num_dev_examples_54000_num_test_examples_6000_resolution_32_num_channels_3_original,3,100,6000,54000,32,32,1
cifar100_num_classes_12_num_dev_examples_3708_num_test_examples_3180_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_15_num_dev_examples_2820_num_test_examples_1365_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_16_num_dev_examples_1520_num_test_examples_816_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_17_num_dev_examples_4233_num_test_examples_1173_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_18_num_dev_examples_1548_num_test_examples_4158_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_21_num_dev_examples_2415_num_test_examples_4095_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_24_num_dev_examples_4800_num_test_examples_3168_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_24_num_dev_examples_5592_num_test_examples_3504_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_24_num_dev_examples_7608_num_test_examples_3384_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_26_num_dev_examples_9750_num_test_examples_4862_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_28_num_dev_examples_1400_num_test_examples_5012_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_30_num_dev_examples_10320_num_test_examples_780_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_33_num_dev_examples_2013_num_test_examples_3366_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_34_num_dev_examples_2924_num_test_examples_3706_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_34_num_dev_examples_6494_num_test_examples_4182_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_37_num_dev_examples_7770_num_test_examples_4514_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_39_num_dev_examples_18759_num_test_examples_2457_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_40_num_dev_examples_17600_num_test_examples_1320_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_42_num_dev_examples_18438_num_test_examples_2562_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_43_num_dev_examples_18877_num_test_examples_1247_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_44_num_dev_examples_10824_num_test_examples_5324_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_44_num_dev_examples_9240_num_test_examples_5456_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_46_num_dev_examples_18492_num_test_examples_5474_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_46_num_dev_examples_8832_num_test_examples_2070_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_47_num_dev_examples_8178_num_test_examples_4465_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_47_num_dev_examples_9118_num_test_examples_1316_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_48_num_dev_examples_15120_num_test_examples_3264_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_54_num_dev_examples_27324_num_test_examples_2268_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_57_num_dev_examples_11457_num_test_examples_3135_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_57_num_dev_examples_26334_num_test_examples_1767_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_62_num_dev_examples_8432_num_test_examples_1984_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_65_num_dev_examples_17160_num_test_examples_1820_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_65_num_dev_examples_33735_num_test_examples_845_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_68_num_dev_examples_30940_num_test_examples_4148_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_6_num_dev_examples_504_num_test_examples_1236_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_6_num_dev_examples_756_num_test_examples_48_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_72_num_dev_examples_28584_num_test_examples_5832_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_75_num_dev_examples_26325_num_test_examples_2025_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_83_num_dev_examples_25730_num_test_examples_3237_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_85_num_dev_examples_32300_num_test_examples_5865_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_86_num_dev_examples_14190_num_test_examples_1204_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_87_num_dev_examples_17748_num_test_examples_1044_resolution_16_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_88_num_dev_examples_43736_num_test_examples_528_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_90_num_dev_examples_44010_num_test_examples_5310_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_94_num_dev_examples_9494_num_test_examples_1128_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_98_num_dev_examples_13524_num_test_examples_5194_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_98_num_dev_examples_15974_num_test_examples_980_resolution_32_num_channels_3,3,100,6000,54000,32,32,1
cifar100_num_classes_98_num_dev_examples_46550_num_test_examples_2646_resolution_64_num_channels_3,3,100,6000,54000,32,32,1
cifar10_1_num_classes_10_num_dev_examples_1163_num_test_examples_80_resolution_32_num_channels_3,3,10,200,1821,32,32,1
cifar10_1_num_classes_10_num_dev_examples_1280_num_test_examples_160_resolution_64_num_channels_3,3,10,200,1821,32,32,1
cifar10_1_num_classes_10_num_dev_examples_1568_num_test_examples_150_resolution_16_num_channels_3,3,10,200,1821,32,32,1
cifar10_1_num_classes_10_num_dev_examples_1732_num_test_examples_60_resolution_32_num_channels_3,3,10,200,1821,32,32,1
cifar10_1_num_classes_10_num_dev_examples_1821_num_test_examples_200_resolution_32_num_channels_3_original,3,10,200,1821,32,32,1
cifar10_1_num_classes_10_num_dev_examples_1824_num_test_examples_60_resolution_32_num_channels_3,3,10,200,1821,32,32,1
cifar10_1_num_classes_10_num_dev_examples_584_num_test_examples_190_resolution_32_num_channels_3,3,10,200,1821,32,32,1
